concept	182 0
midbrain	0 9
tagged	0.78 4.22
itd	0.02 5.98
itc	0.94 2.06
visu-	3.2 0.8
tectum	0 6
mod-	70.76 57.24
lat-	0 10
tensions	0 5
forty	0 11
quadratically	22 0
knudsen	0 5
inter-aural	0 2
shell	0 12
circled	3.14 1.86
azimuth	0 13
sional	19 0
synthe-	7 0
colliculus	0 22
barn	0 16
sensitiv-	0.3 8.7
sullivan	0 3
binaural	0 12
elevation	0.06 9.94
strips	0 5
alert	0 12
diate	5.06 4.94
accessible	0.06 27.94
icc	0 3
fused	6.42 1.58
owl	0 23
tectal	0 5
brane	0 19
subsidiary	1.34 0.66
rectum	0 2
samoff	0.02 5.98
interme-	0.66 6.34
phantom	5 0
konishi	0.06 5.94
correlation-based	1.98 13.02
anticorrelated	0 4
lations	22 0
segregate	0.1 8.9
pioneering	0 6
z-	0.04 8.96
kenneth	0 12
right-eye	0.02 4.98
vidual	14 0
nance	0.02 8.98
mexican	3.18 4.82
uptake	0.02 2.98
rfs	0 10
iting	0 5
ceptive	0 14
ticity	0 5
same-eye	0 2
keller	0 2
predoctoral	0 6
arbors	0.02 5.98
distantly	0.48 4.52
eigenfunctions	15.92 0.08
opposite-eye	1.56 0.44
eigen-	22.98 0.02
bor	0.06 12.94
trophic	0 6
hat	18 0
eigenfunction	8.86 0.14
plas-	0 4
stryker	0 5
anticorrelations	0.24 0.76
left-	4.5 5.5
develop-	0.2 24.8
conserved	10 0
sideration	4 0
domination	3 0
mathemati-	5.32 1.68
dsi	1.86 2.14
engineered	0.06 3.94
os-	0 6
eve	0 6
hewlett-packard	0 7
vout	0 7
sylvie	0 3
locomotor	0 6
stomatogastric	0 10
lp	0 16
behaviours	0.12 7.88
cpgs	0 5
configure	0.02 6.98
locust	0 3
oscilla-	0 14
maurice	0 3
pd	13.48 3.52
releasing	0 7
swim	0 10
shuts	0 4
cates	6.96 0.04
tritonia	0 4
rebound	0.04 4.96
lobster	0 7
vsi	1.66 0.34
pyloric	0 5
invertebrates	0 9
n-well	0 13
segev	0 9
selverston	0 7
teeth	0 7
cpg	0 7
post-	0 22
stanton	0.14 0.86
shocks	0.52 1.48
anti-correlated	0.04 6.96
homosynaptic	0 3
parkway	0 8
levy	0.02 8.98
postsynap-	0 4
low-	13.56 14.44
iiiii	0 9
morris	0 19
heterosynaptic	0.02 3.98
nmda	0 15
tate	0 4
ltd	9 0
stevens	0.08 9.92
pre	0 9
geniculate	0 28
analogue	52 0
antagonist	0.02 9.98
nonlinearly	9.18 17.82
quent	0 9
low-frequency	0 15
glutamate	0 4
pal	7.94 0.06
persistently	5 0
polarization	0.02 3.98
subicular	0 3
chamber	0 9
schaffer	0 2
unstimulated	0.06 1.94
pig	0 4
weakened	0 13
prepared	0 20
amplifies	0 11
zhaoping	0.16 6.84
gz	0.06 8.94
respiratory	0 4
abil-	0.08 5.92
odour	0 3
locked	0 15
psychophysiology	0 2
plies	0 6
schneider	0.02 5.98
stimulus-response	0.04 5.96
cyber-	0.04 7.96
nentially	4.96 0.04
shepherd	0.02 6.98
manifested	14.96 0.04
ho	15 0
molecules	0 14
ko	0 15
resent	11.98 0.02
contamination	0 7
originates	0 12
unclear	0 23
coherently	0 9
structurally	0 19
skarda	1.68 0.32
spirals	17 0
cou-	0.04 15.96
adiabatic	4.5 2.5
expo-	11.98 0.02
sumed	0.04 5.96
spiral	0.08 18.92
linearization	0 17
orbit	0 17
magnifying	0.02 4.98
estima-	26.96 0.04
resonant	0 12
speculation	4 0
sug-	0.06 24.94
visual-	0.18 8.82
compensatory	0 11
sheds	7.96 0.04
mackay	26.9 33.1
slip	0 9
monitoring	0 32
chapman	63 0
compelling	0.12 8.88
furman	0 2
accommodates	3.94 2.06
periments	18.84 0.16
mal	25.84 0.16
optican	0 6
turntable	0 2
tempted	0.02 3.98
continuous-	16 0
wearing	0.02 6.98
hemispheres	0 6
oscil-	0 14
attenuates	0 6
context-dependent	0.78 26.22
suspicion	0 5
abandoned	0.06 7.94
phenom-	0 8
restoring	0 8
lisberger	0 8
modalities	0 19
accelerations	0 12
investi-	9.98 0.02
vestibulo-cerebellum	0 2
valleys	8 0
gait	0 2
rabbits	0 4
reality	0.06 23.94
gest	9.28 0.72
gang	1.38 1.62
retention	0 13
suite	0 54
depen-	24.46 0.54
commitment	6 0
assisted	0 13
nicholas	0 8
vogl	0.2 0.8
sub-network	0.04 2.96
marine	0.22 4.78
quasi-linear	0 7
fatigue	0 7
interdisciplinary	0 4
rk	12 0
post-stimulus	0 4
closes	0.04 10.96
persists	0 14
exposures	0 8
alkon	0 3
prolongation	2.98 0.02
quek	0.2 0.8
pump	0 8
michigan	0.22 11.78
resides	12 0
exponen-	8.98 0.02
ck	0.14 14.86
elevated	0.02 11.98
rabin	1.06 1.94
statocyst	0.18 0.82
ell	2.72 3.28
hermissenda	0 2
loses	23 0
elucidate	0 9
op	0.04 15.96
kim	0 13
precedes	0.08 11.92
skin	0 18
assad	0 3
minute	0.12 25.88
asymmetry	0 21
midway	7 0
pulling	0.1 9.9
species	0 32
brian	0.1 12.9
space-filling	3 0
electrosensory	0 4
multi-grid	6 0
walls	8.94 2.06
solver	5.98 0.02
calibrate	0.04 9.96
imizes	2.76 2.24
extraordinarily	0 4
ceptors	0 5
ance	33.98 0.02
surroundings	0.16 5.84
tude	0 15
loca-	0 14
ampli-	0 13
finite-element	0 5
po-	1.6 31.4
divisions	2.28 10.72
x-y	0 13
discretize	10 0
quires	1.2 7.8
grounded	0.08 10.92
resembling	0.04 23.96
ad-	57.78 24.22
cavity	9 0
tube	8 0
electroreceptors	1.96 1.04
tric	0 5
dressed	0 5
tim-	0 5
restrained	0 2
eod	0 2
colinear	0 5
alx	1.68 2.32
jacobs	41 0
hyperacuity	0 9
lx	9.78 0.22
zhang	0 26
reso-	0 6
heiligenberg	0 2
well-studied	8 0
cricket	0 3
gaussian-shaped	0 5
inter-receptor	0.1 1.9
olution	2.88 2.12
fp	0 14
ficiently	7 0
polynomials	48 0
cover-	3.96 0.04
lution	11.14 3.86
p-th	1.84 4.16
two-point	0.1 12.9
negligibly	0 7
smd	0 2
nec	40.94 0.06
fictitious	1.28 9.72
imbalance	0 7
susceptibility	0.1 4.9
ex	15 0
segregated	0.02 16.98
short-	0 23
potts	9 0
ses	1.76 1.24
binocularly	1.22 3.78
strabismic	0 3
kanagawa	4.8 0.2
use-dependent	0 7
strabismus	0 4
imbalanced	1.1 0.9
contralateral	0.04 17.96
osj	4 0
ejk	3.98 0.02
zt	42 0
ies	0 12
mathe-	14.96 0.04
equivariant	11.98 0.02
jij	23 0
differed	0 26
rota-	7.28 2.72
ek	19 0
aji	1.54 2.46
asj	2 0
ore	4 0
compartment	0 15
expres-	16 0
hopf	0.06 12.94
ficients	3.62 1.38
hebb-like	0 9
ignorance	7 0
ws	8.62 0.38
cot	6 0
con	0 6
aj	41 0
ambient	0 11
program-	16.86 0.14
nega-	9 0
oll	3.86 0.14
rearranging	7.98 0.02
dimension-	5 0
coef-	8.94 0.06
diag-	9.92 0.08
pij	22 0
uncoupled	2.98 1.02
tijkl	0.48 0.52
saturating	0 26
springer-verlag	0 8
direction-	0.12 8.88
retinotopically	0 6
od	11 0
fare	0.26 5.74
lined	0.08 4.92
infant	0 10
backgrounds	0 9
normal-	19 0
cropped	0.8 6.2
sereno	0 3
dilation	0 8
naturalistic	0 3
areal	0.02 4.98
direction-speed	0 2
half-height	0 5
ostensibly	0 4
libraries	0 10
thalamus	0 13
plaid	0 5
granted	0.06 6.94
pre-training	0.1 4.9
parietal	0 26
stations	0 4
gratings	0 19
sinusoidally	0 8
non-local	23 0
wrap	0.7 9.3
unambiguous	0 17
brute	3.54 6.46
subfields	4.28 1.72
post-training	0 5
magnocellular	0 7
sloping	0 3
levick	0 4
franklin	0 6
modulations	0 12
fe	20 0
branched	1.86 2.14
grzywacz	0.02 2.98
takahashi	0.02 3.98
hildreth	0.16 7.84
arethor	0.16 0.84
vating	0 4
contrast-	0 6
oyster	0 3
barlow	0 17
borders	0.02 17.98
amacrine	0 5
unidimensional	0 3
ofa	8.88 0.12
birmingham	24 0
gamma	45 0
hv	3 0
un	11 0
reconstructions	1.94 14.06
pas-	0 4
olive	0 5
workstations	0 13
extendable	0.82 9.18
sive	1.96 14.04
keyboard	0 4
interpreter	0.04 6.96
script	1.92 6.08
genesis	0 5
compiled	0 11
sea	0 7
x-windows	2.86 1.14
uhley	0.16 0.84
toolkit	2.26 1.74
ported	0 18
package	0.14 28.86
kaufmann	95.32 21.68
moss	0 5
suit	0 18
gram	0.4 14.6
students	20 0
directory	6.84 0.16
avrim	5 0
expressive	11.98 0.02
blum	15.94 0.06
posium	4 0
leonard	4 0
judd	9.94 0.06
snd	0 4
polynomial-time	11 0
promises	5.88 3.12
fx	18 0
nineteenth	2.16 2.84
leslie	10 0
duces	0.2 13.8
c-	18.3 2.7
np-completeness	3 0
confinement	1.38 0.62
set-splitting	0.64 0.36
contradicting	4.98 0.02
almaden	6 0
surge	6 0
px	14.94 0.06
two-thirds	4 0
dations	7 0
well-understood	6.84 0.16
n-input	6 0
mercer	7 0
rion	5.98 0.02
one-stage	3.6 1.4
tual	17.76 0.24
speaker-dependent	0 17
a-priori	14.82 0.18
constituted	0.62 10.38
predefined	23.58 10.42
factor-	5 0
rameters	35.44 0.56
recurrences	0 5
rival	0 6
canceling	0.12 8.88
forward-backward	27 0
bilinear	14.74 0.26
wellekens	8 0
qt	15.78 1.22
crl	15.96 0.04
qn	10 0
lexical	0.06 18.94
mu-	0.82 4.18
hmm	77 0
mlp	75 0
context-sensitive	18 0
circumvented	9.92 0.08
draw-	0 5
bahl	5 0
crite-	8 0
guar-	7 0
factorized	25.48 1.52
levin	16.94 0.06
discrimi-	13.98 0.02
tionist	0 22
cheng	2.44 1.56
wii	9.46 3.54
reorder	4 0
indifferent	0 4
skipped	3.96 0.04
ifu	2 0
declare	3.34 1.66
phillips	0 12
kam	1.46 0.54
upper-bound	4 0
n-tuple	4 0
iri	5 0
emit	9.7 0.3
underestimate	0 9
death	0.1 8.9
disagreement	16 0
birth	9 0
reap	6 0
kennedy	2.66 1.34
one-step	0 28
probabilty	2.56 0.44
time-step	0 18
worst-	4 0
overestimate	16 0
moshe	0 6
spectrograms	0.02 15.98
more-	9.86 0.14
signifi-	19 0
plete	20.6 0.4
team	0 7
contributes	51 0
ooi	0 7
yves	0 11
hansen	15 0
creasing	10.98 0.02
yoshiro	7 0
asymptote	3.46 10.54
techni-	5 0
automati-	1.28 4.72
find-	11.96 0.04
cantly	11 0
chauvin	14.86 0.14
sisted	0.36 4.64
califor-	0 5
fusing	0.06 7.94
inferences	18 1
struction	20.98 0.02
incurs	0 10
sitting	8.6 0.4
folk	0 3
fixed-	5 0
auto-associator	0 4
self-similarity	0.08 3.92
ii-	8.82 0.18
fixed-width	5 0
context-free	0.24 18.76
door	0 7
company	18 0
pollack	0 14
grammars	1.7 24.3
syntactically	0.38 1.62
part-whole	0 9
productive	0.02 4.98
syntactic	0.16 30.84
fault-tolerance	0 8
wolfram	0.06 4.94
provid-	0.16 5.84
noun	0 13
nize	0 6
priming	0.02 14.98
slate	4.72 1.28
parse	16 0
generafive	0 32
challenges	18.84 0.16
surprise	0.02 13.98
midpoint	0.42 9.58
phrases	17.72 0.28
facilitation	0 12
pervasive	0 9
compressor	2.8 0.2
naturally-occurring	3 0
regressing	1.9 2.1
modem	0 9
raam	3.7 0.3
reconstruc-	5 0
mexico	15 0
pretty	0.86 2.14
colorful	2 0
non-terminal	11.98 0.02
linguistics	0 12
physics-based	0.82 1.18
adjective	0 3
sequen-	7 0
well-formed	11.94 0.06
atmospheric	0 7
intimately	13 0
century	0.08 5.92
can-	13 0
intrusion	0 5
recur-	30 0
boring	0.02 6.98
clustered	0 54
oth-	8.86 0.14
leam	0 8
meanings	0 12
interleaving	6.96 0.04
attacks	0.36 6.64
systematicity	0 4
non-terminals	4 0
compositional	0.02 16.98
parser	0 7
emer-	0.02 7.98
rolling	9.96 0.04
reconstructor	0.5 0.5
songs	0 4
managed	13 0
verb	10.9 0.1
chunks	0 6
part-of-speech	2.98 0.02
unrealistically	0.12 4.88
attachment	0 5
nonterminal	4 0
snapshot	0 12
fifty	0 24
waltz	0 9
top-down	0.04 52.96
parse-tree	0.5 0.5
vp	0 12
santos	0.54 0.46
rule-	0.62 7.38
pals	0.4 0.6
parsing	0 17
trainings	0.5 4.5
self-tuning	0 2
parses	0 8
inf	28 0
ro-	30 0
lange	0.1 3.9
ambiguous	0 49
oq	12 0
police	0.18 0.82
transfer-inside	0.26 0.74
evidential	0 5
dishwasher	0.16 0.84
role-bindings	0 2
bind-	0.04 3.96
outputting	5 0
pre-existing	0 7
marijuana	0.26 0.74
hav-	0.12 6.88
planting-pot	0.36 0.64
word-sense	2.18 0.82
cooking-pot	0.2 0.8
role-binding	0.26 0.74
identifica-	0.02 5.98
pot	0 3
pol	0.1 2.9
instantiated	13 0
robin	0.3 0.7
highly-activated	0.34 1.66
spreading-activation	0.24 0.76
cleaning	0.12 7.88
actor	0 9
vious	0 16
overriding	0 4
ume	15 0
inferencing	0 5
ofleee	0 5
uniquely-identifying	0.22 0.78
genera-	0 11
dyer	3.94 1.06
maryland	0.14 16.86
ures	1.06 3.94
figtire	9 0
duplicate	5.22 8.78
ions	0.08 11.92
em	174 0
funding	18.84 0.16
rh	11 0
story	0 14
transferred	0.04 33.96
disambiguation	6.76 0.24
ntissing	2.64 0.36
tured	1.38 9.62
wc	21 0
anti	0.08 5.92
propel	0 5
intersections	0.02 11.98
son	16.96 0.04
her	1.7 27.3
determin-	0.02 11.98
trappl	0 2
neighbours	0 11
bilaterally	0 3
tst	0 3
l-th	2.28 1.72
slowdown	4 0
periodical	1.46 1.54
enumerate	5.98 0.02
moscow	0 5
justify	30.26 2.74
kryukov	0 2
submodule	1.62 0.38
ussr	1.7 2.3
consecutively	2.88 5.12
neighbouring	0.02 18.98
coleman	0 5
disordered	0 12
pitchfork	0.02 3.98
cross-over	3.98 0.02
all-inhibitory	0 3
challenging	66.9 0.1
borrowing	3.48 1.52
jii	8 0
single-device	2 0
exponents	13.96 0.04
transcendental	0.06 3.94
modulo	16 0
rings	0 8
lj	0 12
dropping	13.08 6.92
horseshoe	3 0
overly	16 0
intentional	0.64 4.36
coexist	0 6
delay-differential	0.48 3.52
diverges	23 0
periplaneta	0 4
stance	5 0
cockroach	0 4
metachronal	0.14 0.86
maker	0.02 4.98
sponses	0.02 15.98
gaits	0 2
lesioning	0 8
ca-	12.1 8.9
antennae	0.98 3.02
lifting	2.94 0.06
interrupted	0.04 14.96
chiel	0.02 3.98
wind	0 15
ter-	0.02 3.98
derlying	19 0
sterling	1.08 0.92
shut	0 10
feet	5 0
unduly	6.94 0.06
stud-	0 25
nisms	0 7
mouth	0 20
adaptability	0 8
entrain	0 5
reserve	0.06 7.94
insects	0 8
stepping	8 0
neuroethology	0.14 3.86
pause	0 7
experimenting	0 15
encourages	23 0
co-	0.02 41.98
sequencer	0 5
dot-	0 5
beer	0.12 4.88
tential	0.12 6.88
swinging	0 6
fine-tune	0 9
sinauer	0.02 3.98
surprised	0 7
rear	0 7
brooks	0 9
moval	6 0
tripod	0.72 1.28
prematurely	0 4
citation	0 5
deserve	6.76 0.24
promoting	0 8
mous	0 6
counters	0.06 8.94
memo-	0 4
creature	3.42 0.58
committed	7.88 0.12
fitness	0 19
philip	10.98 0.02
non-informative	6 0
capac-	0 11
ten-bit	0 2
statistically-based	2.96 0.04
pain	6.98 0.02
rogers	0 6
staff	8.98 0.02
writes	6 0
gions	15 0
olshausen	0 20
bruno	10 0
ations	0.02 12.98
agencies	9.94 0.06
condition-	2.06 2.94
perceptions	0.04 4.96
over-capacity	0.48 0.52
mart	0 6
percentages	18 0
love	2.42 0.58
preted	0 4
dures	7 0
refer-	0.02 10.98
supportive	5 0
random-access	3.98 0.02
non-memory	0.52 1.48
subregions	0 8
agreements	10 0
chapel	0 7
bf	0 15
perturbs	0.02 6.98
wedge	0.36 1.64
emission	34 0
recipes	17 0
brady	0 3
encourage	0 34
anneal-	8 0
trapezoidal	0.02 5.98
grimson	0.02 5.98
faces	0 65
success-	5 0
photon	0.08 6.92
statistic	26 0
foe	0 3
h-	6 0
wolberg	3 0
ala	0.5 0.5
cautious	8 0
conversely	9 0
hot	0 12
schemas	0.64 1.36
netinput	0 2
cold	0.12 14.88
jt	9.96 0.04
bi-	16.58 2.42
subparts	0 4
agreeing	0.18 6.82
departs	0.02 8.98
recency	1.24 2.76
reply	0 3
cyclical	7 0
erp	0 9
searchlight	0 2
cocktail	0 5
fd	0.04 7.96
operative	0.02 4.98
lf	0.08 10.92
reentrant	0 5
arousal	0 6
septal	0.24 0.76
thalamic	0 19
u-shaped	2.1 2.9
party	0 7
hal	5.88 0.12
beating	5.94 0.06
pll	1.56 2.44
diagrams	37 0
ng	14.62 0.38
initiating	0.02 9.98
rectangles	0 15
jerome	7 0
siblings	3.92 0.08
graph-matching	5 0
specializes	0 8
object-	0 6
ements	0.72 5.28
hummel	0.02 4.98
inaij	3 0
frameville	0.26 3.74
stick	11.94 0.06
ati	3 0
mai	4.96 0.04
convo-	0 5
wing	0.02 3.98
introduc-	0 8
unfavorable	1.96 5.04
ovals	4 0
destroyed	0 4
monomials	6.98 0.02
rg	4.98 0.02
ceptual	0.04 6.96
isa	0.02 4.98
nigel	4 0
christoph	5.98 0.02
restric-	5 0
dy-	42.54 21.46
siggraph	1.02 1.98
relational	0 13
swept	1.68 9.32
namic	0 28
mildly	0.02 6.98
sibling	0.16 4.84
casting	0.62 10.38
hetero-	0 3
el-	14 0
bold	29.66 2.34
ina	1.44 2.56
mjolsness	18 0
gindi	2.56 2.44
expressible	3.1 1.9
sticks	2.4 1.6
compe-	0 8
reluctant	0 3
dwta	0.28 0.72
boost	15.86 0.14
mislead	5 0
barrier	28 0
clause	0 8
wta	0.02 22.98
safely	16.28 4.72
pop	2.82 6.18
pulls	0 12
thogonal	0 5
k-winners-take-all	0 3
lets	13.42 3.58
kwta	0 2
archi-	0.02 51.98
negated	2.44 9.56
v-	0 12
qa	14 0
erlanson	2 0
self-connection	1.76 3.24
infinitesimal	23 0
deweerth	0.02 8.98
iii-	0.12 5.88
differen-	10.78 0.22
successor	23.94 0.06
mastering	0 5
contingencies	0 11
copying	0 5
grammatical	0 28
mined	24.96 0.04
srn	4 0
cleeremans	0.5 6.5
ryan	0.44 0.56
insertion	24 0
column-assembly	0.56 0.44
acceptably	5.86 2.14
inheritance	0 4
vigilance	0.06 6.94
queries	35.84 0.16
mismatches	0.08 10.92
arizona	0 6
brevity	13 0
alphabets	7.9 0.1
abstracts	3.72 7.28
gold	6.86 4.14
labelings	4.06 1.94
ch	0 13
fast-learning	3.8 0.2
strain	0 4
collections	22 0
warrant	0 11
bij	6 0
blueprint	0.04 2.96
tin	8 0
edwin	0.14 6.86
compliance	2.2 1.8
excursions	0 7
nguyen	1.8 3.2
perceptible	0 5
tap	21 0
displacements	0 9
lump	2.18 1.82
travelling	0.34 23.66
man-made	0 6
deficiency	10 0
zwislocki	0.2 0.8
basal	0 12
psychoacoustical	0 4
realm	0 10
compliant	4 0
analogs	0 11
eisenberg	3 0
illill	0 6
illll	0.02 2.98
reassembled	0.58 3.42
slows	17 0
fluid	0.9 11.1
passband	0 6
vertebrates	0 15
artifactual	0 3
inappropriate	31.96 0.04
stretched	0.06 9.94
squirrel	0 4
octaves	0 7
hall	0 24
designers	10.32 0.68
farthest	0 4
economic	28 0
curious	0 8
viscous	0 2
spice	0 4
predominant	0 4
lumped-element	0.16 0.84
intentionally	0.02 7.98
synchro-	0 4
volt	0 5
parks	0.02 4.98
ural	11 0
united	0 36
hamilton	0 6
pulse-firing	0.08 3.92
system-	0 7
pulse-stream	0 7
digital-analog	0 2
avail-	21.98 0.02
minimise	28 0
lionel	0 5
further-	11 0
clocks	0 10
tionship	1.82 6.18
off-chip	0 14
tarassenko	0 6
aggregated	7 0
packets	10.94 0.06
permeability	0 3
meador	0.86 1.14
foregoing	3.28 1.72
hillock	0.02 2.98
doubt	0.02 12.98
harmon	4.9 0.1
mcmbranc	0.28 0.72
berger	0 5
cole	11 0
non-adaptive	3.98 0.02
physiologic	0.18 1.82
offline	13.92 0.08
conflicts	0 9
lambda	0.6 4.4
cuit	0 9
drain-source	0 5
whcn	0.22 0.78
lippman	0 13
neuromimes	0.02 2.98
efferent	0 10
sodium	0.08 17.92
viable	25.86 3.14
adaptable	0.04 18.96
mount	0 8
anns	0 26
low-power	0 15
potcntial	0.26 0.74
potassium	0 18
momentarily	0.02 5.98
textbook	0.08 8.92
voltage-gated	0 7
dissipates	0 6
dissipated	0 6
follower	0 7
gaussian-like	3.98 0.02
jagged	0 5
reconstructing	22.92 0.08
troublesome	3.12 4.88
photoreceptors	0 21
analogues	0.08 4.92
straint	0 13
subtractor	1.34 1.66
second-	16 0
thin-plate	1.16 1.84
non-recurrent	5.66 2.34
nonsaturated	0 3
portional	0.04 4.96
pintel	0.26 0.74
monopolar	0 5
hancement	0.02 6.98
pinter	0.02 2.98
darling	0.2 0.8
lamina	0 6
admits	17.98 0.02
signify	0 10
tunable	14.44 1.56
uct	5.5 1.5
p-channel	0.36 5.64
kij	13 0
forma-	0 5
vss	0 4
dividual	4.94 1.06
cat-	0 11
gillespie	0 4
marr-poggio	1.5 0.5
addison-	0.14 6.86
mahowald	0 9
stereopsis	4.78 3.22
volt-	12 0
zo	19.8 0.2
small-signal	0 4
vo	0.32 20.68
vz	0.04 7.96
highlighted	0 12
conducts	0.02 3.98
statements	31.98 0.02
docu-	0.02 6.98
quasi	5.8 0.2
download	0 5
converters	0 13
ooo	0 12
mirrors	0 13
sir	4 0
carriers	0 7
multiplexer	0.06 3.94
ori	1.4 2.6
affords	0 7
transducer	10 0
jan	0 14
marc	0 9
primitives	5.2 6.8
flops	5 0
lin	28.98 0.02
concomitantly	0.3 5.7
flicker	0 5
flash	0 18
swings	0 7
shielded	3.98 0.02
darkened	0 5
collector	0.02 3.98
prank	0 2
sat	0 7
cornea	0 3
dye	0 4
respec-	33.28 0.72
up-down	0.04 4.96
werblin	0 4
cones	0 12
hysteretic	0 5
plexiform	0 4
phototransistor	0 3
upwards	0.02 11.98
organisation	11 0
centering	0.3 5.7
allinson	0.54 0.46
flaw	0 8
telecom	9 0
neighbourhood	0 18
winner-takes-all	2.34 0.66
kevin	0 20
generalise	11.98 0.02
concentrates	24 0
takes-all	4 0
centred	18 0
co-ordinates	6 0
topologically	29.92 1.08
centre	26.88 19.12
moon	0.02 2.98
innovation	14.98 0.02
realisation	0 10
sub-space	3.9 0.1
recognise	0.02 8.98
self-organising	4.98 0.02
duplicated	1.66 10.34
sizing	4 0
quantizer	20.02 0.98
bend	3.34 0.66
undergoing	0 19
frontend	0.02 2.98
rails	0.06 3.94
gilbert	0 21
w-	21 0
accessed	0 17
clocked	0.02 21.98
wood	0 15
sram	0 6
wr	20 0
cross-sectional	0 6
self-organizes	0.04 4.96
mirrored	0 9
cascode	0.36 3.64
gupta	0.36 4.64
microchip	0 5
excursion	0.04 4.96
destructive	3 0
nanosecond	0.84 2.16
teacher-student	3.42 0.58
jittered	6.46 0.54
analyzer	0 10
succeed	9.08 6.92
comparably	0.02 4.98
telecommunications	15.98 0.02
graduated	1.92 4.08
hp	10 0
graceful	0 10
tp	0 21
pumping	5.64 0.36
granularity	8.42 5.58
tunneling	0 9
sylvan	3 0
non-volatile	0 8
artifact	0 23
bernard	11.96 0.04
samuel	8.74 1.26
twin	4 0
followers	5 0
tcm	0.62 1.38
bi-directional	0.04 5.96
incre-	9.96 0.04
flux	0 8
boltzman	7 0
n-channel	0 6
walker	8 0
inaccuracy	8 0
pacity	3.6 2.4
traneous	1.66 0.34
hartstein	0.36 0.64
avenues	7.94 0.06
self-learning	0.04 11.96
hindered	0.04 5.96
limited-interconnect	0.42 0.58
pursuit	27.66 15.34
strategically	3 0
k-means	57 0
complicates	0 10
akers	0.02 2.98
equating	11 0
overcoming	23.9 0.1
wl	37 0
aggregation	0.84 11.16
current-mode	0.08 12.92
magnet	0 2
compensates	14.88 0.12
fingers	9.98 0.02
imperfections	1.44 6.56
andreas	0.02 18.98
hall-voltage	0.24 0.76
rods	0 6
andreou	8 0
skeletal	0 6
speaking	20.68 0.32
audition	0.04 7.96
bay	4.92 0.08
vibration	0.02 8.98
invited	0.06 11.94
vh	8.94 0.06
haptic	0.16 0.84
vds	0.9 2.1
conformation	0 7
jenkins	0 9
pouliquen	0.94 1.06
clouds	0 7
anisotropy	2.92 2.08
federal	19.86 0.14
planck	9.92 0.08
germany	108 0
forebrain	0.02 3.98
hvc	0 3
tutor	0 2
white-crowned	0 3
vo-	0 4
vocalization	0 4
scratch	0 12
deficient	6.92 0.08
mations	14.9 0.1
russell	15 0
maximise	19.98 0.02
resentation	0.74 27.26
throws	5 0
maximisation	15 0
digest	0 5
ima	0 6
out-perform	5.86 0.14
broomhead	10 0
principled	61 0
asr	4 0
multi-speaker	0 7
occupancy	4.96 0.04
phones	10.58 3.42
transcription	16 0
bridle	14 0
multi-variate	7.94 0.06
statis-	11.28 20.72
discrimination-based	0.58 1.42
transfor-	24 0
firm	13.78 0.22
baum-welch	19 0
re-estimation	19 0
malvern	6 0
rohwer	8.44 2.56
illuminating	8 0
webb	0.02 6.98
generarive	25 0
distinctions	22 0
lowe	0 10
uk	106 0
nns	8 0
hairs	0 5
multi-channel	0 12
tilt	0 10
cercal	0 3
tun-	0 10
shai	0 4
computer-based	0.04 7.96
assembled	0.1 15.9
acoustic-imaging	0.14 0.86
echolocation	0.02 3.98
darkness	0.02 10.98
emissions	0 4
spectrogram	0 12
frequency-	0 2
evidently	0 10
hnage	6.9 0.1
echolocating	0 3
eptesicus	0.14 0.86
glints	0.2 0.8
range-axis	0.12 0.88
airborne	0 6
fm	0 10
predictable	0 24
data-points	0.78 1.22
notches	0.66 3.34
ultrasonic	0 3
time-domain	0.02 5.98
nearer	0 8
nsec	0 3
lives	7 0
psec	0 2
clutter	2.64 8.36
single-glint	0.16 0.84
echoes	0 5
dissociation	0 5
simmons	0 4
unification	0 7
listening	0 13
ubiquity	0.02 3.98
flying	6 0
bats	0 2
trailing	0.02 9.98
marking	0 10
glint	0.16 0.84
abi	0.12 0.88
monaural	0 5
dorsal-ventral	0 2
pearson	0 11
subtraction	0 16
vlvps	0.16 0.84
inadequacy	0 5
cknowle	0.4 12.6
sarnoff	0.02 3.98
pres-	0 13
tensity	0 7
dgement	12.88 0.12
clay	7.98 0.02
icl	3.54 1.46
neurology	0 9
ild	0 5
spence	0 4
terior	0.22 14.78
blockade	0 3
modulator	0 9
crustacean	0 5
naptic	0.04 8.96
precursor	0 4
weakens	0.04 3.96
harris-warrick	0.02 3.98
neuromodulator	0 5
crab	0.08 6.92
bistability	0 4
perspec-	12.96 0.04
proctolin	0 3
best-	0 6
proprioceptive	0 12
turtle	0 3
delicate	9 0
non-spiking	0 6
monoamines	0.58 2.42
serotonin	0 5
stg	0 5
excitability	0.02 11.98
camp	6.62 3.38
marder	0.06 7.94
aminergic	0.02 2.98
ocr	0 26
peptide	0 5
crabs	0.04 2.96
pauern	0 5
acted	0 7
silenced	0 5
pauems	1.78 2.22
calcium	0 20
medicinal	0 3
biphasic	0 3
neuromodulation	0 9
dopamine	0 8
messengers	0.04 2.96
acute	0 13
underly	9 0
ach	0 4
bath	0 4
octopamine	0 2
transforma-	16 0
strengthens	0.02 6.98
strengthening	0 10
post-inhibitory	0.12 0.88
gastric	0 5
unidentified	0.12 0.88
s-units	0.84 1.16
andersen	0.12 12.88
morphological	7.4 8.6
presynapfic	0.02 2.98
anastasio	0 6
fang	3.98 0.02
kristan	0.18 0.82
